p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
EDEM3	2.39654342747338e-06	0.313647214946854	0.302	0.087	0.0465240975575407	Malignant cells	EDEM3
NDUFA2	2.46163945312629e-06	0.623208455700148	0.674	0.379	0.0477878067035407	Malignant cells	NDUFA2
SMIM71	2.49477698523161e-06	0.369929213626834	0.488	0.197	0.0484311056143012	Malignant cells	SMIM7
PRDX61	2.76924263091231e-06	0.548240396936615	0.721	0.421	0.0537593071939007	Malignant cells	PRDX6
DAAM12	2.83910788756317e-06	0.301124701216108	0.395	0.134	0.0551156014212639	Malignant cells	DAAM1
PDS5A	3.06429322775293e-06	0.596950175305818	0.326	0.101	0.0594871244303677	Malignant cells	PDS5A
CLINT1	3.06544863628586e-06	0.364601713016515	0.372	0.127	0.0595095543762174	Malignant cells	CLINT1
TNFRSF12A	3.60716519259702e-06	0.642006622094384	0.349	0.114	0.0700258978838859	Malignant cells	TNFRSF12A
METAP2	3.82906800697338e-06	0.332549985701577	0.558	0.239	0.0743336972193742	Malignant cells	METAP2
RAB133	5.10893603222017e-06	0.397591922597365	0.512	0.208	0.0991797751934902	Malignant cells	RAB13
KLF92	5.52471024032478e-06	0.269702799189313	0.372	0.123	0.107251199895425	Malignant cells	KLF9
CITED2	5.63161717897475e-06	0.722286747825328	0.558	0.277	0.109326584295437	Malignant cells	CITED2
MRPS33	5.65818522608251e-06	0.306755119677645	0.465	0.19	0.10984234979394	Malignant cells	MRPS33
GAS51	5.87417933315975e-06	0.53040842005351	0.86	0.69	0.11403544339463	Malignant cells	GAS5
TMED31	5.9162690269263e-06	0.299335133423999	0.442	0.173	0.11485253061972	Malignant cells	TMED3
SLC35A3	6.32530667264732e-06	0.308119685820823	0.256	0.07	0.122793178436102	Malignant cells	SLC35A3
PERP1	6.53622505622469e-06	0.265022155356749	0.488	0.179	0.12688773701649	Malignant cells	PERP
GARS	6.55344070341963e-06	0.267128706828742	0.279	0.081	0.127221944375485	Malignant cells	GARS
RPL37A	7.29209478603601e-06	0.288702687929746	1	0.963	0.141561436081317	Malignant cells	RPL37A
HPCAL11	7.58358781546412e-06	0.319837997042164	0.442	0.167	0.147220190261605	Malignant cells	HPCAL1
NDUFAF2	7.60970098712235e-06	0.326519049505061	0.326	0.108	0.147727125263006	Malignant cells	NDUFAF2
FIS11	7.88099865116893e-06	0.558145034481987	0.674	0.394	0.152993826815142	Malignant cells	FIS1
PON21	8.11210274912613e-06	0.335984014613271	0.349	0.123	0.157480250668786	Malignant cells	PON2
TMEM30A2	8.29298310212029e-06	0.258983466391298	0.419	0.15	0.160991680961461	Malignant cells	TMEM30A
FMC1	8.38611678565706e-06	0.30549969161217	0.349	0.119	0.16279968515996	Malignant cells	FMC1
PSME2	8.75505876706526e-06	0.650325897251692	0.674	0.37	0.169961955845038	Malignant cells	PSME2
ELOA	8.87409353632448e-06	0.254151537197724	0.279	0.083	0.172272777820667	Malignant cells	ELOA
SLC38A10	8.91721481577789e-06	0.270994362684514	0.256	0.072	0.173109891218696	Malignant cells	SLC38A10
UQCRH	9.73121122423401e-06	0.464582597355414	0.86	0.619	0.188912003496055	Malignant cells	UQCRH
RPS28	9.88781032128952e-06	0.340220525711852	1	0.97	0.191952061767193	Malignant cells	RPS28
CD632	1.11089238061978e-05	0.469885942226498	0.93	0.59	0.215657537849718	Malignant cells	CD63
RFXANK	1.12740884685234e-05	0.257584163977412	0.326	0.108	0.218863879439446	Malignant cells	RFXANK
MKNK21	1.19271185099901e-05	0.319266083362441	0.488	0.203	0.231541151634438	Malignant cells	MKNK2
KRCC1	1.31945136801269e-05	0.257522712313737	0.349	0.122	0.256145094072304	Malignant cells	KRCC1
ZNF431	1.37928297011822e-05	0.399637787690263	0.279	0.087	0.267760202989051	Malignant cells	ZNF431
POLR2H	1.41232260716411e-05	0.272584445003481	0.302	0.097	0.274174187728769	Malignant cells	POLR2H
PFDN11	1.42720558332934e-05	0.299078165336237	0.419	0.159	0.277063419891725	Malignant cells	PFDN1
RSBN1L	1.43110611531452e-05	0.38571022057681	0.512	0.219	0.277820630166008	Malignant cells	RSBN1L
HP1BP31	1.56591440297699e-05	0.353395677909811	0.605	0.288	0.303990963049922	Malignant cells	HP1BP3
HLA-DOA2	1.66457343705805e-05	0.32298044975364	0.279	0.087	0.323143641336078	Malignant cells	HLA-DOA
COMT2	1.76045597605415e-05	0.383769913135534	0.558	0.254	0.341757318631393	Malignant cells	COMT
ZFAS1	1.77334976681334e-05	0.503610986001102	0.814	0.711	0.344260390231473	Malignant cells	ZFAS1
PEBP11	1.80151012066528e-05	0.415669143935887	0.791	0.51	0.349727159724751	Malignant cells	PEBP1
RAB11FIP11	1.82938506703499e-05	0.300362914452654	0.419	0.158	0.355138523063503	Malignant cells	RAB11FIP1
NENF2	1.83033478813791e-05	0.443702261929449	0.698	0.357	0.355322892421213	Malignant cells	NENF
MTRNR2L82	1.84368274984307e-05	0.328322062308069	0.395	0.154	0.357914132227035	Malignant cells	MTRNR2L8
SNAPIN	2.15813830049437e-05	0.296122012952893	0.326	0.11	0.418959388274972	Malignant cells	SNAPIN
PTOV1	2.16141894165597e-05	0.291248234219163	0.302	0.097	0.419596259143673	Malignant cells	PTOV1
ATP5PD2	2.21775830937083e-05	0.406027765913779	0.767	0.448	0.430533420598159	Malignant cells	ATP5PD
SMAD2	2.29758439151703e-05	0.344605892398027	0.349	0.127	0.446030057925201	Malignant cells	SMAD2
IGF2R	2.31156908444651e-05	0.414254332022828	0.302	0.098	0.448744906363601	Malignant cells	IGF2R
MICOS131	2.43088222869841e-05	0.418009771081468	0.558	0.302	0.471907167057222	Malignant cells	MICOS13
TMEM2052	2.47876693366483e-05	0.356865822049082	0.419	0.175	0.481203024832354	Malignant cells	TMEM205
AFF11	2.49776344497709e-05	0.325768314014901	0.256	0.075	0.484890817573402	Malignant cells	AFF1
WSB1	2.55812091051537e-05	0.664848579946488	0.698	0.434	0.496608012358348	Malignant cells	WSB1
MAP3K131	2.57210599971738e-05	0.348211892913704	0.465	0.195	0.499322937725135	Malignant cells	MAP3K13
TXN2	2.78929084865025e-05	0.71266989493597	0.767	0.544	0.541485032448473	Malignant cells	TXN
RPL371	3.05831959985787e-05	0.295840947725088	1	0.97	0.593711583920408	Malignant cells	RPL37
CCNL2	4.02717734707866e-05	0.35223587464185	0.349	0.127	0.781795938388379	Malignant cells	CCNL2
TRAPPC3	4.05809137595188e-05	0.358990255644058	0.465	0.21	0.787797278813538	Malignant cells	TRAPPC3
DAP1	4.10039230341842e-05	0.27617952774325	0.419	0.174	0.796009157862618	Malignant cells	DAP
HEXIM1	4.48369838583451e-05	0.601695301021555	0.488	0.236	0.870420367642054	Malignant cells	HEXIM1
ADK	5.05902800767767e-05	0.266747451342743	0.279	0.094	0.982109107130467	Malignant cells	ADK
METTL26	5.17478710991029e-05	0.308558673223128	0.488	0.22	1	Malignant cells	METTL26
AHCYL1	5.62629517407947e-05	0.3749661968868	0.395	0.168	1	Malignant cells	AHCYL1
TMEM2581	5.63772490774235e-05	0.401660187643162	0.86	0.549	1	Malignant cells	TMEM258
VAMP82	5.80416206920705e-05	0.524919602222857	0.744	0.448	1	Malignant cells	VAMP8
TCEAL41	6.11029776400847e-05	0.377446220884812	0.488	0.226	1	Malignant cells	TCEAL4
SYNGR22	6.22008064309096e-05	0.364626391020638	0.488	0.228	1	Malignant cells	SYNGR2
ACIN1	6.31569503108542e-05	0.37841050257589	0.302	0.107	1	Malignant cells	ACIN1
DNAJC21	6.35802708357407e-05	0.314985989501664	0.349	0.134	1	Malignant cells	DNAJC21
COX7C	6.60089986796396e-05	0.355443391123195	0.953	0.843	1	Malignant cells	COX7C
HINT2	7.35792321582726e-05	0.384116714005026	0.372	0.152	1	Malignant cells	HINT2
UTRN1	7.40585132568495e-05	0.387831167772924	0.442	0.186	1	Malignant cells	UTRN
AHR	7.60212132294427e-05	0.422178589821165	0.395	0.162	1	Malignant cells	AHR
TRIM33	8.6115063637584e-05	0.350501640715854	0.302	0.11	1	Malignant cells	TRIM33
WDR83OS2	8.85017579414464e-05	0.446467940429982	0.674	0.417	1	Malignant cells	WDR83OS
CD553	8.88658640295983e-05	0.592788924285178	0.698	0.422	1	Malignant cells	CD55
ACADM	8.98656694319206e-05	0.258269722652181	0.279	0.097	1	Malignant cells	ACADM
BCAP312	9.38897955367299e-05	0.358120920884526	0.628	0.332	1	Malignant cells	BCAP31
FNIP23	9.50167982204828e-05	0.274804352737062	0.349	0.133	1	Malignant cells	FNIP2
ATP5MPL1	9.63718420547764e-05	0.404746361143304	0.744	0.507	1	Malignant cells	ATP5MPL
HELZ	9.64755404682636e-05	0.345592167662499	0.326	0.121	1	Malignant cells	HELZ
MYCBP	0.000101771018105464	0.47455715239342	0.279	0.099	1	Malignant cells	MYCBP
MICOS101	0.000105159582732612	0.397294426099837	0.744	0.468	1	Malignant cells	MICOS10
PTPN121	0.000109355800889176	0.475645442411795	0.326	0.13	1	Malignant cells	PTPN12
BAZ2B	0.000113611786224602	0.370509025799113	0.349	0.138	1	Malignant cells	BAZ2B
SNRPE	0.000117858077763758	0.451933863664441	0.651	0.378	1	Malignant cells	SNRPE
TMEM179B1	0.000118813512172526	0.362865645805288	0.419	0.182	1	Malignant cells	TMEM179B
LGALS31	0.000121662685010348	0.514366670283259	0.744	0.467	1	Malignant cells	LGALS3
ZFAND3	0.000124102763349434	0.397723654934129	0.326	0.128	1	Malignant cells	ZFAND3
PTP4A2	0.000125494905644605	0.400350767883951	0.628	0.339	1	Malignant cells	PTP4A2
PMF1	0.000127822176596398	0.307211626026976	0.349	0.135	1	Malignant cells	PMF1
RNF1871	0.000131470163027073	0.305605852891744	0.372	0.153	1	Malignant cells	RNF187
AGTRAP	0.000132276041003625	0.263047396459619	0.302	0.115	1	Malignant cells	AGTRAP
MRPS36	0.000134714811813899	0.338306433650304	0.488	0.237	1	Malignant cells	MRPS36
AREG1	0.000141198425094489	0.556015471928559	0.535	0.292	1	Malignant cells	AREG
NEDD8	0.000149885012437596	0.388775745916345	0.721	0.492	1	Malignant cells	NEDD8
MIF1	0.000152467830068394	0.433274285382729	0.884	0.731	1	Malignant cells	MIF
NDUFV3	0.00015750345311462	0.347495037635349	0.372	0.152	1	Malignant cells	NDUFV3
ALKBH7	0.000158833457115526	0.295297105111602	0.581	0.308	1	Malignant cells	ALKBH7
TOMM6	0.000160330291257433	0.407847685786725	0.698	0.451	1	Malignant cells	TOMM6
DPY30	0.000160796560102838	0.370218160008283	0.465	0.217	1	Malignant cells	DPY30
ZRANB2	0.000174184467270458	0.486925769023519	0.442	0.198	1	Malignant cells	ZRANB2
ERH1	0.000188055822512342	0.362302882893417	0.628	0.371	1	Malignant cells	ERH
PPDPF1	0.000189459037994316	0.421308262762996	0.837	0.625	1	Malignant cells	PPDPF
BTG3	0.000189485969444427	0.263866880560461	0.512	0.244	1	Malignant cells	BTG3
ANP32E	0.000197169696720473	0.401514961879272	0.349	0.145	1	Malignant cells	ANP32E
TRIP11	0.000215308299262365	0.29041037298427	0.279	0.101	1	Malignant cells	TRIP11
ZCRB1	0.000217280286941551	0.331538085283626	0.488	0.235	1	Malignant cells	ZCRB1
PTRHD11	0.000219523722166927	0.347156648495987	0.488	0.241	1	Malignant cells	PTRHD1
NPEPPS	0.000223447309053985	0.257406189776688	0.279	0.101	1	Malignant cells	NPEPPS
P4HB3	0.000224224405069582	0.32826250458854	0.698	0.411	1	Malignant cells	P4HB
LY6E3	0.000226388812045206	0.316926208671526	0.698	0.401	1	Malignant cells	LY6E
BANF11	0.000236176849685979	0.338266221878578	0.581	0.301	1	Malignant cells	BANF1
RPL22	0.000237635923011345	0.278735347988415	1	0.908	1	Malignant cells	RPL22
KCNQ1OT12	0.000251269977238056	0.328701412600357	0.442	0.206	1	Malignant cells	KCNQ1OT1
TKT1	0.000256000440043188	0.25698178721871	0.605	0.299	1	Malignant cells	TKT
CD47	0.000256999105856722	0.402593066834509	0.535	0.297	1	Malignant cells	CD47
MRPL52	0.00025777338103033	0.258959695395844	0.512	0.258	1	Malignant cells	MRPL52
LAMTOR22	0.000258323755508401	0.307817800774053	0.535	0.274	1	Malignant cells	LAMTOR2
YIF1A1	0.000261153006294132	0.299242929575693	0.372	0.16	1	Malignant cells	YIF1A
LSM5	0.000261406393835144	0.327467168360332	0.512	0.261	1	Malignant cells	LSM5
PARK71	0.000262892839509207	0.398999800105209	0.767	0.526	1	Malignant cells	PARK7
RPS13	0.000265700991725487	0.279534613847505	0.977	0.952	1	Malignant cells	RPS13
BIRC6	0.000284023212089541	0.344024372655767	0.302	0.117	1	Malignant cells	BIRC6
RPL36	0.00029173380551039	0.321266588496164	0.977	0.957	1	Malignant cells	RPL36
TRAM1	0.00030117828030672	0.562861145081196	0.558	0.325	1	Malignant cells	TRAM1
MRPS151	0.000302175983768605	0.360978083361122	0.419	0.21	1	Malignant cells	MRPS15
C6orf89	0.000322637575520091	0.294286309336242	0.302	0.116	1	Malignant cells	C6orf89
IPO7	0.000336241730867937	0.266121775853224	0.372	0.154	1	Malignant cells	IPO7
FAM120A	0.000359992690385928	0.419516057885423	0.372	0.17	1	Malignant cells	FAM120A
GPS1	0.00037050260049937	0.300478082800014	0.279	0.106	1	Malignant cells	GPS1
RPS14	0.000409650135189178	0.253029908071266	0.977	0.97	1	Malignant cells	RPS14
UQCR111	0.000417557055652114	0.52654079382524	0.767	0.664	1	Malignant cells	UQCR11
NIPSNAP2	0.000422422438064335	0.351728831634125	0.326	0.132	1	Malignant cells	NIPSNAP2
SNRPG	0.000443600832690332	0.377487104298713	0.744	0.488	1	Malignant cells	SNRPG
COX20	0.000448720124307346	0.294608773099356	0.512	0.257	1	Malignant cells	COX20
TMEM243	0.000458528920375611	0.319251565976697	0.512	0.27	1	Malignant cells	TMEM243
BSCL21	0.000458847663597129	0.517310739172905	0.349	0.153	1	Malignant cells	BSCL2
SPTSSA1	0.000463886664937549	0.378952331626247	0.372	0.179	1	Malignant cells	SPTSSA
ERLEC1	0.000471068225274782	0.251463639870419	0.395	0.175	1	Malignant cells	ERLEC1
COX6A11	0.000476937691452412	0.36577509768446	0.791	0.588	1	Malignant cells	COX6A1
HMGN2	0.000486312263584887	0.45931308218909	0.767	0.535	1	Malignant cells	HMGN2
ATP2C11	0.000494240794931772	0.346187785361066	0.302	0.12	1	Malignant cells	ATP2C1
NUCB12	0.000495452784695851	0.26506071458655	0.558	0.285	1	Malignant cells	NUCB1
PHACTR41	0.000503751010543339	0.333006572274784	0.279	0.109	1	Malignant cells	PHACTR4
PHF142	0.00058755553270313	0.286678725919983	0.419	0.182	1	Malignant cells	PHF14
MT-CO11	0.000587761146736873	0.286245122139259	0.977	0.984	1	Malignant cells	MT-CO1
MRPL36	0.000633305206394202	0.275445648489292	0.349	0.157	1	Malignant cells	MRPL36
CAMK1D1	0.000678606328505971	0.253282578146439	0.302	0.125	1	Malignant cells	CAMK1D
COX5B2	0.000717826624307131	0.383741766253499	0.744	0.532	1	Malignant cells	COX5B
ATP5ME1	0.000757130813985027	0.475229530438641	0.767	0.515	1	Malignant cells	ATP5ME
MRPL20	0.000793314848885257	0.35189564685444	0.535	0.303	1	Malignant cells	MRPL20
AGO3	0.000795614121093498	0.254590245173792	0.302	0.126	1	Malignant cells	AGO3
JUN1	0.000798342160678408	0.306166981017531	0.837	0.633	1	Malignant cells	JUN
PTBP3	0.000814954555869942	0.299405835771481	0.372	0.167	1	Malignant cells	PTBP3
POLR2E	0.000888170609336094	0.257835596796139	0.465	0.243	1	Malignant cells	POLR2E
DYNLRB11	0.00089149181413306	0.351599732918226	0.605	0.365	1	Malignant cells	DYNLRB1
PEF1	0.000922390388443417	0.280881692721542	0.372	0.17	1	Malignant cells	PEF1
N4BP1	0.000925806525717499	0.261312555872509	0.279	0.109	1	Malignant cells	N4BP1
RGS161	0.000941687647460661	0.302509285893623	0.302	0.128	1	Malignant cells	RGS16
ADI11	0.000988090568380388	0.267188026791959	0.465	0.248	1	Malignant cells	ADI1
CNIH41	0.00109652437424026	0.282627469699938	0.395	0.201	1	Malignant cells	CNIH4
COX16	0.00111676860685977	0.281911180807176	0.488	0.268	1	Malignant cells	COX16
QARS1	0.00112471821013553	0.253499009370405	0.419	0.204	1	Malignant cells	QARS
TOMM7	0.00116176840633179	0.268055589482382	0.977	0.878	1	Malignant cells	TOMM7
NME1	0.00119735302387832	0.250856968587252	0.279	0.114	1	Malignant cells	NME1
MT-CO21	0.00123038788732586	0.274680164059778	0.93	0.975	1	Malignant cells	MT-CO2
BLVRA1	0.00124744431969847	0.319222348783069	0.349	0.168	1	Malignant cells	BLVRA
ATF32	0.00128548641431459	0.663978241703754	0.395	0.21	1	Malignant cells	ATF3
AKAP9	0.00132300704704524	0.298244974250248	0.628	0.391	1	Malignant cells	AKAP9
RSL1D1	0.00133179466196705	0.333867006157083	0.628	0.402	1	Malignant cells	RSL1D1
UNC93B11	0.00138465432795029	0.306071858120459	0.256	0.101	1	Malignant cells	UNC93B1
SEC61G1	0.00146354121525456	0.342498135595283	0.698	0.43	1	Malignant cells	SEC61G
SPAG9	0.00147136991000823	0.280115534764414	0.442	0.228	1	Malignant cells	SPAG9
DCTD	0.00153270648503381	0.253357038926411	0.256	0.102	1	Malignant cells	DCTD
RAB1B	0.0016127355606225	0.313354492790774	0.256	0.106	1	Malignant cells	RAB1B
ELOB1	0.00168915677194631	0.372208392424569	0.767	0.57	1	Malignant cells	ELOB
MMP24OS	0.00170031105979875	0.309258045720462	0.395	0.203	1	Malignant cells	MMP24OS
GNAQ3	0.00170940957239652	0.325225701612684	0.442	0.229	1	Malignant cells	GNAQ
SZRD1	0.00175251283338058	0.264863040338151	0.326	0.152	1	Malignant cells	SZRD1
AKR7A2	0.00175714559105417	0.253509318999484	0.372	0.182	1	Malignant cells	AKR7A2
AURKAIP1	0.00177574727306366	0.277669087483889	0.535	0.323	1	Malignant cells	AURKAIP1
RPL311	0.00178570896199819	0.268290612550399	0.977	0.966	1	Malignant cells	RPL31
NDUFB111	0.00196204530827267	0.348214451750754	0.628	0.449	1	Malignant cells	NDUFB11
RAB2A1	0.00199016639567531	0.26412360556249	0.535	0.305	1	Malignant cells	RAB2A
ATP5MF2	0.002071879515499	0.396515607002916	0.698	0.482	1	Malignant cells	ATP5MF
EDF12	0.00215636124781269	0.293219768184888	0.814	0.649	1	Malignant cells	EDF1
STMP1	0.00224878599217793	0.255847212012057	0.558	0.306	1	Malignant cells	STMP1
EGR12	0.00229893019561206	0.584118139886842	0.349	0.177	1	Malignant cells	EGR1
NUDC	0.00238380912227067	0.275036115863282	0.512	0.296	1	Malignant cells	NUDC
S100A102	0.00240245215651091	0.394677288867674	0.907	0.69	1	Malignant cells	S100A10
ARF5	0.0024179578141482	0.279567194844361	0.372	0.186	1	Malignant cells	ARF5
IRF2BP21	0.00248151414949518	0.27083331581362	0.465	0.266	1	Malignant cells	IRF2BP2
COX171	0.00248617229254514	0.283963207892901	0.628	0.377	1	Malignant cells	COX17
KRTCAP22	0.00260662078149224	0.274731123475443	0.721	0.491	1	Malignant cells	KRTCAP2
WBP2	0.00261020715598625	0.268679928337548	0.349	0.17	1	Malignant cells	WBP2
SWAP701	0.00263731859734466	0.297614824809948	0.279	0.12	1	Malignant cells	SWAP70
PIGP	0.00264228743444204	0.285194024232359	0.349	0.17	1	Malignant cells	PIGP
NDUFA14	0.00284052328412526	0.309606993140238	0.744	0.551	1	Malignant cells	NDUFA1
ASL	0.00295319877256658	0.500843171699227	0.279	0.128	1	Malignant cells	ASL
CTNNB11	0.00298680681306162	0.399902313807154	0.535	0.307	1	Malignant cells	CTNNB1
ARHGEF2	0.00329880603068157	0.303646381390284	0.279	0.127	1	Malignant cells	ARHGEF2
TIMM8B1	0.00342991213020661	0.417319598744359	0.488	0.27	1	Malignant cells	TIMM8B
SIL11	0.00355474502060932	0.266100870749974	0.279	0.127	1	Malignant cells	SIL1
RPL12	0.00360161028159016	0.279836944019386	0.977	0.961	1	Malignant cells	RPL12
NDUFB12	0.00361995612609609	0.456070868085159	0.605	0.437	1	Malignant cells	NDUFB1
MGST33	0.0036962885740552	0.257510802095542	0.651	0.388	1	Malignant cells	MGST3
SRSF11	0.0038795683353184	0.329901905656985	0.628	0.389	1	Malignant cells	SRSF11
VKORC11	0.00417408241286903	0.259235434372127	0.512	0.299	1	Malignant cells	VKORC1
GTF2H5	0.00419118590158114	0.311110668826866	0.349	0.193	1	Malignant cells	GTF2H5
C19orf53	0.00420543686869561	0.31967324267372	0.651	0.441	1	Malignant cells	C19orf53
SERPINA12	0.00437450459807983	0.415553738085489	0.326	0.154	1	Malignant cells	SERPINA1
NDUFS51	0.0044682283730891	0.327651452176519	0.814	0.721	1	Malignant cells	NDUFS5
ENSA	0.00463132341141564	0.253604931248532	0.605	0.386	1	Malignant cells	ENSA
NDUFB42	0.00484446440807627	0.286936574592115	0.744	0.492	1	Malignant cells	NDUFB4
RNH12	0.00496038989434862	0.411029116347578	0.535	0.314	1	Malignant cells	RNH1
RBMX	0.00515353093131732	0.251551266164304	0.698	0.439	1	Malignant cells	RBMX
NDUFS8	0.00564333354189567	0.359616683807103	0.465	0.29	1	Malignant cells	NDUFS8
KDELR11	0.00581148650793937	0.254241667101413	0.442	0.257	1	Malignant cells	KDELR1
NDUFA131	0.00717178415870963	0.273818439377968	0.791	0.574	1	Malignant cells	NDUFA13
MYDGF3	0.00776418645506131	0.279097695094927	0.488	0.306	1	Malignant cells	MYDGF
HNRNPA3	0.00803292956673148	0.257067572075602	0.698	0.47	1	Malignant cells	HNRNPA3
MAFB3	0.00959786077866118	0.365253547518673	0.302	0.161	1	Malignant cells	MAFB
PET100	0.00973497985550099	0.378464925490707	0.558	0.403	1	Malignant cells	PET100
SMIM26	0.00996086541560587	0.251410170003041	0.558	0.343	1	Malignant cells	SMIM26
CPA3	2.10733290194721e-297	3.40536564538997	1	0.009	4.09096536255012e-293	Mast cells	CPA3
TPSAB1	1.3581179679133e-291	4.27113789965327	1	0.012	2.63651441111009e-287	Mast cells	TPSAB1
MS4A2	1.0059372352213e-276	2.23252812406501	0.895	0.004	1.9528259547351e-272	Mast cells	MS4A2
RHEX	4.17863769939928e-262	2.18465672357482	0.831	0.001	8.11198936584382e-258	Mast cells	RHEX
RGS131	1.48781229687246e-237	1.93235047931133	0.831	0.009	2.8882900119185e-233	Mast cells	RGS13
SLC18A2	1.03189736844837e-236	1.81110057106417	0.79	0.005	2.00322236136882e-232	Mast cells	SLC18A2
GATA2	4.20563103398364e-220	2.30857862470698	0.863	0.021	8.16439152627245e-216	Mast cells	GATA2
AL157895.1	7.96277482012614e-205	1.37297917128607	0.661	0.001	1.54581347583109e-200	Mast cells	AL157895.1
TPSB2	8.73321006969382e-205	5.38576335668524	1	0.063	1.69537807082966e-200	Mast cells	TPSB2
KIT	4.0691926258635e-202	1.78545220034645	0.694	0.006	7.89952364458882e-198	Mast cells	KIT
NTM	3.74570364928425e-193	1.56415216153576	0.702	0.009	7.27153449435551e-189	Mast cells	NTM
HDC	8.41922308306741e-176	1.28695440940724	0.589	0.003	1.63442377711588e-171	Mast cells	HDC
HPGDS	6.34863297017872e-168	2.31753675566576	0.919	0.07	1.23246011850079e-163	Mast cells	HPGDS
VWA5A	2.50032478110217e-166	1.73214495954022	0.782	0.037	4.85388049755363e-162	Mast cells	VWA5A
HPGD1	2.05388992852896e-153	2.44305103385365	0.911	0.077	3.98721651825327e-149	Mast cells	HPGD
IL1RL1	3.29765026068405e-143	1.25006314528264	0.573	0.012	6.40172845106595e-139	Mast cells	IL1RL1
MAOB	1.90061761691463e-135	1.33412716983399	0.605	0.022	3.68966897971636e-131	Mast cells	MAOB
SVOPL	1.64548753242942e-118	0.927345991555124	0.403	0.002	3.19438494670523e-114	Mast cells	SVOPL
TPSD1	1.67839937891977e-100	0.777787746892839	0.339	0.001	3.25827671429695e-96	Mast cells	TPSD1
SIGLEC6	5.86365197096358e-98	0.802439713961388	0.323	0.001	1.13831075712316e-93	Mast cells	SIGLEC6
CALB2	9.15700131976113e-93	0.735632349453192	0.315	0.001	1.77764866620523e-88	Mast cells	CALB2
LTC4S1	5.7518199029418e-91	1.76080622334504	0.831	0.149	1.11660079775809e-86	Mast cells	LTC4S
CLU3	7.96665035202744e-86	1.21124259806753	0.766	0.107	1.54656583283909e-81	Mast cells	CLU
CDK15	8.29834641093768e-83	0.633638924301255	0.274	0.001	1.61095798875533e-78	Mast cells	CDK15
FCER1A1	1.05461167121464e-77	1.05543063780143	0.565	0.053	2.04731763732899e-73	Mast cells	FCER1A
STXBP61	1.68382854298843e-73	0.729924635487402	0.395	0.02	3.26881635050345e-69	Mast cells	STXBP6
LIF	4.03745958442707e-61	0.624656161503052	0.258	0.007	7.83792029124827e-57	Mast cells	LIF
CD92	1.41034047808674e-59	1.27277678447881	0.847	0.24	2.73789397010979e-55	Mast cells	CD9
GALC	3.75406150425529e-59	1.04008018644291	0.524	0.074	7.2877595982108e-55	Mast cells	GALC
PLIN2	4.57795397810954e-59	1.96028794221564	0.879	0.339	8.88718205770406e-55	Mast cells	PLIN2
BTK	6.10140716208894e-58	1.0910163863395	0.516	0.075	1.18446617237633e-53	Mast cells	BTK
NSMCE1-DT	3.93798707615549e-56	0.697953532381432	0.29	0.014	7.64481431094065e-52	Mast cells	NSMCE1-DT
TMEM233	1.75498455050145e-55	0.672932790999923	0.298	0.015	3.40695150788847e-51	Mast cells	TMEM233
ADRB2	4.01426934674812e-55	0.83381678234921	0.427	0.043	7.79290108284212e-51	Mast cells	ADRB2
LMNA	3.96184829233146e-50	1.57393937944434	0.919	0.529	7.69113608990307e-46	Mast cells	LMNA
NFKBIA2	1.76949141403143e-49	1.46199251401767	0.944	0.499	3.43511368205922e-45	Mast cells	NFKBIA
RPL34	4.74085976493703e-49	0.665181309261211	1	0.973	9.20343106167227e-45	Mast cells	RPL34
SMYD3	3.03444682512217e-47	0.813030593075286	0.427	0.057	5.89077162160967e-43	Mast cells	SMYD3
STX3	3.42737437858015e-47	0.882045743961201	0.476	0.077	6.65356188113764e-43	Mast cells	STX3
RPL7	4.13485218306975e-47	0.702439269876716	1	0.961	8.02698854299331e-43	Mast cells	RPL7
CNRIP11	3.75147562460975e-46	0.914185259149322	0.46	0.073	7.28273963005491e-42	Mast cells	CNRIP1
LEO1	7.50149405273888e-46	0.950621265928413	0.419	0.056	1.4562650404582e-41	Mast cells	LEO1
FCER1G2	1.25727413015553e-45	0.88269207157606	0.919	0.251	2.44074626887094e-41	Mast cells	FCER1G
LAPTM4A2	1.2137799228211e-44	1.20988767868346	0.919	0.43	2.35631096417259e-40	Mast cells	LAPTM4A
SLC26A2	2.81424409793008e-44	0.73211367681086	0.395	0.051	5.46329206731167e-40	Mast cells	SLC26A2
RGS21	8.20601831375319e-44	1.36139609252054	0.935	0.469	1.59303433524891e-39	Mast cells	RGS2
ACOT71	2.89374935274309e-43	1.20983195274889	0.484	0.088	5.61763561848016e-39	Mast cells	ACOT7
FTH12	9.22537896710583e-43	1.11631205708709	1	0.97	1.79092281888425e-38	Mast cells	FTH1
CAPG2	3.85428411982297e-42	1.09204474801434	0.847	0.31	7.48232176181233e-38	Mast cells	CAPG
ARMH1	1.9435644134992e-41	0.627274236099257	0.29	0.026	3.77304159592599e-37	Mast cells	ARMH1
HECW2-AS1	1.27790301363729e-40	0.753845380446492	0.347	0.039	2.48079312037408e-36	Mast cells	HECW2-AS1
RPS4X	3.07676933948443e-40	0.57855461742762	1	0.966	5.97293231874112e-36	Mast cells	RPS4X
H3F3B	3.47962534807786e-40	0.956955550626414	0.992	0.925	6.75499668822355e-36	Mast cells	H3F3B
